count,hate_speech,offensive_language,neither,class,tweet,tweet_clean,tweet_lemma,tweet_nouns,tweet_sym,tweet_verbs,tweet_nv,num_tokens
6,1,5,0,1,"@JUSxDOiT I was hangin' on them corners late Pockets wasn't straight, bitch! I ain't gon make it at this rate, dawg.. Know what I'm sayin?",mentionhere i was hangin  on them corners late pockets wasn t straight  bitch  i ain t gon make it at this rate  dawg   know what i m sayin,mentionhere i be hangin   on -PRON- corner late pocket wasn t straight   bitch   i ain t gon make -PRON- at this rate   dawg    know what i m sayin,mentionhere corner pocket wasn t bitch t gon rate dawg sayin,,ain make know m,mentionhere corner pocket wasn t bitch t gon rate dawg sayin ain make know m,33
3,0,3,0,1,@JZolly23 @JBilinovich we need to grow mullets together so we can get all the bitches and @HannahKubiak can hate on us,mentionhere mentionhere we need to grow mullets together so we can get all the bitches and mentionhere can hate on us,mentionhere mentionhere -PRON- need to grow mullet together so -PRON- can get all the bitch and mentionhere can hate on -PRON-,mentionhere mentionhere mullet bitch mentionhere,,need grow can can hate,mentionhere mentionhere mullet bitch mentionhere need grow can can hate,21
3,2,1,0,0,@JacobbBacker fag,mentionhere fag,mentionhere fag,mentionhere fag,,,mentionhere fag,2
3,3,0,0,0,@JacobbBacker you don't know shit about me faggot bitch,mentionhere you don t know shit about me faggot bitch,mentionhere -PRON- don t know shit about -PRON- faggot bitch,mentionhere don t shit bitch,,know faggot,mentionhere don t shit bitch know faggot,10
3,3,0,0,0,@JadeGreenleaf fag,mentionhere fag,mentionhere fag,mentionhere fag,,,mentionhere fag,2
3,2,1,0,0,@JaiBrooks1 faggot,mentionhere faggot,mentionhere faggot,mentionhere faggot,,,mentionhere faggot,2
3,2,1,0,0,@JaiBrooks1 not funny u faggot,mentionhere not funny u faggot,mentionhere not funny u faggot,mentionhere u faggot,,,mentionhere u faggot,5
3,2,1,0,0,@JaiBrooks1 ur brother looks so queer and ugly,mentionhere ur brother looks so queer and ugly,mentionhere ur brother look so queer and ugly,mentionhere ur brother,,look,mentionhere ur brother look,8
3,2,0,1,0,"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny.",mentionhere i remember his nephew lucas crying and dan saying  quit being such a pussy and grow a pair  or something         dans so funny,mentionhere i remember -PRON- nephew lucas crying and dan say   quit be such a pussy and grow a pair   or something          dan so funny,mentionhere nephew lucas crying dan pussy pair dan,,remember say quit grow,mentionhere nephew lucas crying dan pussy pair dan remember say quit grow,27
3,0,3,0,1,@JawShoeeAhhh *bitch,mentionhere  bitch,mentionhere   bitch,mentionhere bitch,,,mentionhere bitch,3
3,1,2,0,1,"@JayKollsKSTP please tell those fuming cops that they are a bunch of coward little bitches, and should not be allowed near weapons. Thanks.",mentionhere please tell those fuming cops that they are a bunch of coward little bitches  and should not be allowed near weapons  thanks,mentionhere please tell those fume cop that -PRON- be a bunch of coward little bitch   and should not be allow near weapon   thank,mentionhere cop bunch bitch weapon thank,,tell fume should allow,mentionhere cop bunch bitch weapon thank tell fume should allow,25
3,2,1,0,0,@Jaytwofly @G_MUCKA good leave you stupid faggot,mentionhere mentionhere good leave you stupid faggot,mentionhere mentionhere good leave -PRON- stupid faggot,mentionhere mentionhere faggot,,leave,mentionhere mentionhere faggot leave,7
3,2,1,0,0,"@Jaytwofly huh, lol mad nigger is mad",mentionhere huh  lol mad nigger is mad,mentionhere huh   lol mad nigger be mad,mentionhere mad nigger,,,mentionhere mad nigger,8
3,2,1,0,0,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard,mentionhere mentionhere mentionhere lmao madonnas music sucks  yeah you re fucking stupid if you think gaga is better  retard,mentionhere mentionhere mentionhere lmao madonnas music suck   yeah -PRON- re fuck stupid if -PRON- think gaga be well   retard,mentionhere mentionhere mentionhere lmao madonnas music gaga,,suck re fuck think retard,mentionhere mentionhere mentionhere lmao madonnas music gaga suck re fuck think retard,21
3,2,1,0,0,@JimBoberson happy birthday faggot,mentionhere happy birthday faggot,mentionhere happy birthday faggot,mentionhere birthday faggot,,,mentionhere birthday faggot,4
3,0,3,0,1,@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/,mentionhere hey jim you ll love this urlhere,mentionhere hey jim -PRON- will love this urlhere,mentionhere jim,,will love,mentionhere jim will love,8
3,2,1,0,0,"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days.",mentionhere and how am i assume shit  hmm cuz u don t know what fuck u talking about crackers these days,mentionhere and how be i assume shit   hmm cuz u don t know what fuck u talk about cracker these day,mentionhere shit u don t fuck u cracker day,,assume know talk,mentionhere shit u don t fuck u cracker day assume know talk,22
3,0,3,0,1,@Jo_clark6 @breezysofresh24 no homo bro love ya to!! Lets get some 151 an some Malibu rum!! Tech 9 this bitch haha,mentionhere mentionhere no homo bro love ya to   lets get some  an some malibu rum   tech  this bitch haha,mentionhere mentionhere no homo bro love ya to    let get some   an some malibu rum    tech   this bitch haha,mentionhere mentionhere homo bro let rum tech bitch,,love,mentionhere mentionhere homo bro let rum tech bitch love,23
3,2,1,0,0,@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420,mentionhere i guess blaspheme to your allah is ok if your pos muzzie huh  mentionhere mentionhere mentionhere,mentionhere i guess blaspheme to -PRON- allah be ok if -PRON- pos muzzie huh   mentionhere mentionhere mentionhere,mentionhere blaspheme allah pos muzzie mentionhere mentionhere mentionhere,,guess,mentionhere blaspheme allah pos muzzie mentionhere mentionhere mentionhere guess,18
3,3,0,0,0,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat,mentionhere sit down and stfu raghead mentionhere mentionhere,mentionhere sit down and stfu raghead mentionhere mentionhere,mentionhere stfu raghead mentionhere mentionhere,,sit,mentionhere stfu raghead mentionhere mentionhere sit,8
3,3,0,0,0,@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,mentionhere sweet comeback u fuckin herb i dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from nyc fag,mentionhere sweet comeback u fuckin herb i dnt watch soccer but -PRON- d still wax -PRON- bitch ass in -PRON- go swallow the red soxs kid ur from nyc fag,mentionhere sweet comeback u fuckin herb soccer bitch ass soxs kid nyc fag,,dnt watch d wax go swallow,mentionhere sweet comeback u fuckin herb soccer bitch ass soxs kid nyc fag dnt watch d wax go swallow,30
3,2,1,0,0,"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?",mentionhere damn took this dumb spic nearly  days to respond  wuz really good tho beaner,mentionhere damn take this dumb spic nearly   day to respond   wuz really good tho beaner,mentionhere spic day wuz tho beaner,,take respond,mentionhere spic day wuz tho beaner take respond,17
3,2,1,0,0,"@JuanYeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull",mentionhere shut yo beaner ass up spic and hop your faggot ass back across the border little nigga  go listen to some pitbull,mentionhere shut yo beaner ass up spic and hop -PRON- faggot ass back across the border little nigga   go listen to some pitbull,mentionhere shut yo beaner ass spic faggot ass border nigga pitbull,,hop go listen,mentionhere shut yo beaner ass spic faggot ass border nigga pitbull hop go listen,24
3,0,3,0,1,@JuiceMan_LTF shut up pussy,mentionhere shut up pussy,mentionhere shut up pussy,mentionhere,,shut,mentionhere shut,4
3,1,2,0,1,@JunDishes or a southern bitch like me who will blow a persons heart out of their back w/one shot!!!!,mentionhere or a southern bitch like me who will blow a persons heart out of their back w one shot,mentionhere or a southern bitch like -PRON- who will blow a person heart out of -PRON- back w one shot,mentionhere bitch person heart back w shot,,will blow,mentionhere bitch person heart back w shot will blow,20
3,2,1,0,0,@JungleFeverFren fuck u nigger,mentionhere fuck u nigger,mentionhere fuck u nigger,mentionhere fuck u nigger,,,mentionhere fuck u nigger,4
3,0,3,0,1,@Juss_Vinny @kkarleigh if he wants bitches tip toein on his marble floors he will &#128521;,mentionhere mentionhere if he wants bitches tip toein on his marble floors he will,mentionhere mentionhere if -PRON- want bitch tip toein on -PRON- marble floor -PRON- will,mentionhere mentionhere bitch marble floor,,want tip toein will,mentionhere mentionhere bitch marble floor want tip toein will,14
3,0,2,1,1,@KEIRRANicolee I didn't know you was following me hoe &#128514;,mentionhere i didn t know you was following me hoe,mentionhere i didn t know -PRON- be follow -PRON- hoe,mentionhere didn t,,know follow,mentionhere didn t know follow,10
3,0,3,0,1,@KILLQuana choke on something hoe,mentionhere choke on something hoe,mentionhere choke on something hoe,mentionhere choke,,,mentionhere choke,5
3,3,0,0,0,@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson,mentionhere mentionhere is an evil hate whitey racist who thinks delbert belton deserved it  mentionhere mentionhere mentionhere,mentionhere mentionhere be an evil hate whitey racist who think delbert belton deserve -PRON-   mentionhere mentionhere mentionhere,mentionhere mentionhere hate whitey delbert belton mentionhere mentionhere mentionhere,,think deserve,mentionhere mentionhere hate whitey delbert belton mentionhere mentionhere mentionhere think deserve,18
3,0,3,0,1,@K_forKicKs likkadawgg turn up ya bitch...fw ya dawg man,mentionhere likkadawgg turn up ya bitch   fw ya dawg man,mentionhere likkadawgg turn up ya bitch    fw ya dawg man,mentionhere likkadawgg bitch dawg man,,turn,mentionhere likkadawgg bitch dawg man turn,11
3,0,3,0,1,@K_forKicKs tf bitch you had brain surgery and aint tell me??!?,mentionhere tf bitch you had brain surgery and aint tell me,mentionhere tf bitch -PRON- have brain surgery and be not tell -PRON-,mentionhere tf bitch brain surgery,,be tell,mentionhere tf bitch brain surgery be tell,12
3,2,1,0,0,@KamRenee ugly nigger,mentionhere ugly nigger,mentionhere ugly nigger,mentionhere ugly nigger,,,mentionhere ugly nigger,3
3,0,3,0,1,@KatieFraaancis bitch nigga,mentionhere bitch nigga,mentionhere bitch nigga,mentionhere bitch nigga,,,mentionhere bitch nigga,3
3,0,3,0,1,@KazAtta LOL this is why u my nig,mentionhere lol this is why u my nig,mentionhere lol this be why u -PRON- nig,mentionhere lol u nig,,,mentionhere lol u nig,8
3,2,1,0,0,"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy",mentionhere mentionhere gotta love it when the islamofascist cow tries to make a retort about age  typical muzzie idiocy,mentionhere mentionhere get to love -PRON- when the islamofascist cow try to make a retort about age   typical muzzie idiocy,mentionhere mentionhere islamofascist cow retort age muzzie idiocy,,get love try make,mentionhere mentionhere islamofascist cow retort age muzzie idiocy get love try make,21
3,0,3,0,1,@KenSuttling That twat Barry Hearne.It would seem to be all about there was no option for teams to share the venue.,mentionhere that twat barry hearne it would seem to be all about there was no option for teams to share the venue,mentionhere that twat barry hearne -PRON- would seem to be all about there be no option for team to share the venue,mentionhere twat barry hearne option team venue,,would seem share,mentionhere twat barry hearne option team venue would seem share,22
3,2,0,1,0,"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day",mentionhere nahh   whatever you are spook or spic  i still don t like you   good day,mentionhere nahh    whatever -PRON- be spook or spic   i still don t like -PRON-    good day,mentionhere nahh spic t day,,don,mentionhere nahh spic t day don,19
3,0,3,0,1,"@Kendracae ""bitches ain't shit but hoes with tricks""",mentionhere  bitches ain t shit but hoes with tricks,mentionhere   bitch ain t shit but hoe with trick,mentionhere bitch ain t shit trick,,hoe,mentionhere bitch ain t shit trick hoe,10
3,0,3,0,1,@Kenny__Wright @itsfrankybitch @Amber_Nicole_21 @Kush_Boy420 @yoPapi_chulo you cant call someone a fag if you're snuggling up with guys,mentionhere mentionhere mentionhere mentionhere mentionhere you cant call someone a fag if you re snuggling up with guys,mentionhere mentionhere mentionhere mentionhere mentionhere -PRON- can not call someone a fag if -PRON- re snuggle up with guy,mentionhere mentionhere mentionhere mentionhere mentionhere fag guy,,can call re snuggle,mentionhere mentionhere mentionhere mentionhere mentionhere fag guy can call re snuggle,19
3,2,1,0,0,@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot,mentionhere mentionhere mentionhere so if your  and in high school you dont have your own house you fucking faggot,mentionhere mentionhere mentionhere so if -PRON-   and in high school -PRON- do not have -PRON- own house -PRON- fucking faggot,mentionhere mentionhere mentionhere school house faggot,,,mentionhere mentionhere mentionhere school house faggot,21
3,0,3,0,1,@KevinEdwardsJr look here I'm a thirsty ass bummy ass bitch ass 17 year old niqqa. &amp; I jus wanted to know if I can get a follow back please,mentionhere look here i m a thirsty ass bummy ass bitch ass  year old niqqa   amp  i jus wanted to know if i can get a follow back please,mentionhere look here i m a thirsty ass bummy ass bitch ass   year old niqqa    amp   i ju want to know if i can get a follow back please,mentionhere ass ass bitch ass year niqqa amp follow,,look m ju want know can,mentionhere ass ass bitch ass year niqqa amp follow look m ju want know can,32
3,0,3,0,1,@KevinTheGee finished the essay and the quiz bitch,mentionhere finished the essay and the quiz bitch,mentionhere finish the essay and the quiz bitch,mentionhere essay quiz bitch,,finish,mentionhere essay quiz bitch finish,8
3,2,1,0,0,@Kevin_McAdams Because Ian's retarded,mentionhere because ian s retarded,mentionhere because ian s retard,mentionhere ian,,retard,mentionhere ian retard,5
3,0,3,0,1,@KimW16 quit being a baby & hit that patchouli pussy!,mentionhere quit being a baby   hit that patchouli pussy,mentionhere quit be a baby    hit that patchouli pussy,mentionhere baby patchouli pussy,,quit hit,mentionhere baby patchouli pussy quit hit,10
3,0,3,0,1,@KimberlyyAye @Leslieeeixta I think I did my job here! Toodles to you bitches &#9996;&#65039;,mentionhere mentionhere i think i did my job here  toodles to you bitches,mentionhere mentionhere i think i do -PRON- job here   toodle to -PRON- bitch,mentionhere mentionhere job toodle bitch,,think,mentionhere mentionhere job toodle bitch think,14
3,2,0,1,0,"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week....",mentionhere i got a dyke wit a child as whse mgr  and she jus hired another girlboy dis week,mentionhere i get a dyke wit a child as whse mgr   and -PRON- ju hire another girlboy dis week,mentionhere wit child whse mgr girlboy dis week,,get ju hire,mentionhere wit child whse mgr girlboy dis week get ju hire,20
3,2,1,0,0,@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol,mentionhere mentionhere u pulled that queer shit as spon as u put no homo lol,mentionhere mentionhere u pull that queer shit as spon as u put no homo lol,mentionhere mentionhere u queer shit spon homo lol,,pull put,mentionhere mentionhere u queer shit spon homo lol pull put,15
6,4,2,0,0,"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri",mentionhere i have never seen such ignorant  illiterate pieces of shit in my life  bring in natl guard  amp  disperse this trash  mentionhere,mentionhere i have never see such ignorant   illiterate piece of shit in -PRON- life   bring in natl guard   amp   disperse this trash   mentionhere,mentionhere piece shit life natl guard amp disperse trash mentionhere,,see bring,mentionhere piece shit life natl guard amp disperse trash mentionhere see bring,28
7,6,1,0,0,@L1LTR4P fucking losers wetbacks #SorryNotSorry,mentionhere fucking losers wetbacks hashtaghere,mentionhere fucking loser wetback hashtaghere,mentionhere fucking loser wetback,,,mentionhere fucking loser wetback,5
3,0,3,0,1,@Leelucas_ &amp; you got cancer hoe,mentionhere  amp  you got cancer hoe,mentionhere   amp   -PRON- get cancer hoe,mentionhere amp cancer hoe,,get,mentionhere amp cancer hoe get,8
3,1,2,0,1,@Leelucas_ bitch nobody want you,mentionhere bitch nobody want you,mentionhere bitch nobody want -PRON-,mentionhere bitch,,want,mentionhere bitch want,5
3,0,3,0,1,@Leelucas_ bitch that's why I'm bouta go to waffle,mentionhere bitch that s why i m bouta go to waffle,mentionhere bitch that s why i m bouta go to waffle,mentionhere bitch m bouta waffle,,s go,mentionhere bitch m bouta waffle s go,11
3,3,0,0,0,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,mentionhere mentionhere now we have a ebloa case in texas  if we kill all the niggers we might be safe,mentionhere mentionhere now -PRON- have a ebloa case in texas   if -PRON- kill all the nigger -PRON- may be safe,mentionhere mentionhere case texas nigger,,kill may,mentionhere mentionhere case texas nigger kill may,21
3,2,1,0,0,@LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?,mentionhere idk you into mouthy spics on welfare with  kids and  baby daddy s,mentionhere idk -PRON- into mouthy spic on welfare with   kid and   baby daddy s,mentionhere idk spic welfare kid baby daddy,,,mentionhere idk spic welfare kid baby daddy,16
3,0,3,0,1,@Leslieeeixta @LettyGuerrero3 haha Noo bitch now! &#128071; stop playing games hoe! &#128517;&#128514;,mentionhere mentionhere haha noo bitch now      stop playing games hoe,mentionhere mentionhere haha noo bitch now       stop play game hoe,mentionhere mentionhere haha noo bitch game,,stop play hoe,mentionhere mentionhere haha noo bitch game stop play hoe,11
3,3,0,0,0,@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.,mentionhere i don t bend that way queer  thanks for the offer it s flattering,mentionhere i don t bend that way queer   thank for the offer -PRON- s flattering,mentionhere t bend way queer thank offer,,don s,mentionhere t bend way queer thank offer don s,16
3,3,0,0,0,@LexVan13 go back to nigeria faggot,mentionhere go back to nigeria faggot,mentionhere go back to nigeria faggot,mentionhere nigeria faggot,,go,mentionhere nigeria faggot go,6
3,2,0,1,0,@Lil_A47 &#128514;&#128514;&#128514; you're a coon,mentionhere           you re a coon,mentionhere            -PRON- re a coon,mentionhere coon,,re,mentionhere coon re,6
3,0,3,0,1,@LittlGfunk &#128575;pussy whipped,mentionhere    pussy whipped,mentionhere     pussy whip,mentionhere pussy,,whip,mentionhere pussy whip,4
6,0,6,0,1,"@Liveitupjersey yeah, I seen you tweet about bitch &amp; block. I used it...it fits!",mentionhere yeah  i seen you tweet about bitch  amp  block  i used it   it fits,mentionhere yeah   i see -PRON- tweet about bitch   amp   block   i use -PRON-    -PRON- fit,mentionhere bitch amp block,,see tweet use fit,mentionhere bitch amp block see tweet use fit,20
3,2,1,0,0,"@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers.",mentionhere yeah  me too  my people  the women  laff at the set apart men    they love the real niggas or niggers,mentionhere yeah   -PRON- too   -PRON- people   the woman   laff at the set apart man     -PRON- love the real niggas or nigger,mentionhere people woman set man niggas nigger,,love,mentionhere people woman set man niggas nigger love,26
3,2,0,1,0,"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards",mentionhere mentionhere mentionhere they have mix  not all are retards  aap is maoists  terrorists congies and delusional retards,mentionhere mentionhere mentionhere -PRON- have mix   not all be retard   aap be maoist   terrorist congie and delusional retard,mentionhere mentionhere mentionhere retard aap maoist terrorist congie retard,,mix,mentionhere mentionhere mentionhere retard aap maoist terrorist congie retard mix,21
6,0,6,0,1,@LouieVRee @TehReelHov dat bitch a tampon,mentionhere mentionhere dat bitch a tampon,mentionhere mentionhere dat bitch a tampon,mentionhere mentionhere dat bitch tampon,,,mentionhere mentionhere dat bitch tampon,6
3,2,1,0,0,@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger,mentionhere mentionhere hey aklve  im taking out the black ghetto trash  youre blocked nigger,mentionhere mentionhere hey aklve   -PRON- be take out the black ghetto trash   -PRON- be block nigger,mentionhere mentionhere hey aklve ghetto trash nigger,,be take be block,mentionhere mentionhere hey aklve ghetto trash nigger be take be block,18
3,1,2,0,1,@Lvl_7_Eevee fake niggah! They fake!,mentionhere fake niggah  they fake,mentionhere fake niggah   -PRON- fake,mentionhere niggah,,fake,mentionhere niggah fake,6
3,0,3,0,1,@MANIAC3X @elchavaloko he seems like a weak faggot so probably yea,mentionhere mentionhere he seems like a weak faggot so probably yea,mentionhere mentionhere -PRON- seem like a weak faggot so probably yea,mentionhere mentionhere faggot yea,,seem,mentionhere mentionhere faggot yea seem,11
3,0,3,0,1,@MARCO_naw_POLO Slutty ass dykes,mentionhere slutty ass dykes,mentionhere slutty ass dyke,mentionhere slutty ass,,dyke,mentionhere slutty ass dyke,4
3,0,3,0,1,@MIKEB_IN_THE_D free world bitch,mentionhere free world bitch,mentionhere free world bitch,mentionhere world bitch,,,mentionhere world bitch,4
3,0,3,0,1,@MTBornnard it's got good mojo for sure. Paybacks a bitch,mentionhere it s got good mojo for sure  paybacks a bitch,mentionhere -PRON- s get good mojo for sure   payback a bitch,mentionhere mojo payback bitch,,s get,mentionhere mojo payback bitch s get,12
3,0,3,0,1,@MadameCurry_ what kind of hoe are you dressing up as?,mentionhere what kind of hoe are you dressing up as,mentionhere what kind of hoe be -PRON- dress up as,mentionhere kind hoe,,dress,mentionhere kind hoe dress,10
3,3,0,0,0,@MakeAnothaHov T.o. was a faggot crybaby,mentionhere t o  was a faggot crybaby,mentionhere t o   be a faggot crybaby,mentionhere t o faggot crybaby,,,mentionhere t o faggot crybaby,8
3,2,1,0,0,@MarianCristinax you a fag b,mentionhere you a fag b,mentionhere -PRON- a fag b,mentionhere fag b,,,mentionhere fag b,5
3,0,3,0,1,@MarioOlvera94 follow me bitch lol u too good to follow back ha ha,mentionhere follow me bitch lol u too good to follow back ha ha,mentionhere follow -PRON- bitch lol u too good to follow back ha ha,mentionhere bitch,,follow follow,mentionhere bitch follow follow,13
3,3,0,0,0,@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!!,mentionhere mentionhere mentionhere anything to trash this black president,mentionhere mentionhere mentionhere anything to trash this black president,mentionhere mentionhere mentionhere president,,trash,mentionhere mentionhere mentionhere president trash,9
3,1,2,0,1,"@MarkUdall2014 just got his pussy kicked, he's out, done, @CoryGardner wins, per Fox News.... #Election2014 #tcot #gop #teaparty #p2",mentionhere just got his pussy kicked  he s out  done  mentionhere wins  per fox news     hashtaghere hashtaghere hashtaghere hashtaghere hashtaghere,mentionhere just get -PRON- pussy kick   -PRON- s out   do   mentionhere win   per fox news      hashtaghere hashtaghere hashtaghere hashtaghere hashtaghere,mentionhere pussy mentionhere win fox news hashtaghere hashtaghere hashtaghere hashtaghere,,get kick s do,mentionhere pussy mentionhere win fox news hashtaghere hashtaghere hashtaghere hashtaghere get kick s do,25
3,3,0,0,0,@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo,mentionhere   you know what you did you faggot  there are literally thousands of people that have you on their radar homo,mentionhere    -PRON- know what -PRON- do -PRON- faggot   there be literally thousand of people that have -PRON- on -PRON- radar homo,mentionhere thousand people radar homo,,know faggot,mentionhere thousand people radar homo know faggot,23
3,2,1,0,0,@Matt_Petrie22 geta Life faggot,mentionhere geta life faggot,mentionhere geta life faggot,mentionhere geta life faggot,,,mentionhere geta life faggot,4
3,3,0,0,0,@Maxwell_Larsen your a cunt,mentionhere your a cunt,mentionhere -PRON- a cunt,cunt,,mentionhere,cunt mentionhere,4
3,2,1,0,0,@McwilliamsBrett shut your legs hoe,mentionhere shut your legs hoe,mentionhere shut -PRON- leg hoe,mentionhere leg,,shut hoe,mentionhere leg shut hoe,5
3,0,3,0,1,"@MeeshDC how is it fucked up, you fucking retard? condemning Ray Rice, yet supporting Chris Brown, who's a women abuser. that's logical?",mentionhere how is it fucked up  you fucking retard  condemning ray rice  yet supporting chris brown  who s a women abuser  that s logical,mentionhere how be -PRON- fuck up   -PRON- fucking retard   condemn ray rice   yet support chris brown   who s a woman abuser   that s logical,mentionhere ray rice chris brown woman abuser,,fuck fucking retard condemn support s s,mentionhere ray rice chris brown woman abuser fuck fucking retard condemn support s s,29
3,3,0,0,0,@MenachemDreyfus @NatlFascist88 @waspnse Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!,mentionhere mentionhere mentionhere shit your ass and shabbat your moms pussy u jew bastard  ur times coming  heil hitler,mentionhere mentionhere mentionhere shit -PRON- ass and shabbat -PRON- mom pussy u jew bastard   ur time come   heil hitler,mentionhere mentionhere mentionhere shit ass mom pussy u jew bastard ur time heil hitler,,shabbat come,mentionhere mentionhere mentionhere shit ass mom pussy u jew bastard ur time heil hitler shabbat come,21
3,1,2,0,1,@Midnight_Snacka bitch am dumb bitch am smarter than yo fat Peter Griffin looking ass,mentionhere bitch am dumb bitch am smarter than yo fat peter griffin looking ass,mentionhere bitch be dumb bitch be smart than yo fat peter griffin look ass,mentionhere bitch bitch yo fat peter griffin ass,,look,mentionhere bitch bitch yo fat peter griffin ass look,14
3,2,1,0,0,@MilesM_05 shut up coon.,mentionhere shut up coon,mentionhere shut up coon,mentionhere,,shut,mentionhere shut,4
3,2,1,0,0,@MillerLite I don't follow you because everything about your company is white trash.,mentionhere i don t follow you because everything about your company is white trash,mentionhere i don t follow -PRON- because everything about -PRON- company be white trash,mentionhere t company trash,,don follow,mentionhere t company trash don follow,14
3,2,1,0,0,@Mimistheone You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!,mentionhere you really seem to love sandusky  weirdo  ur a creepy ass cracker,mentionhere -PRON- really seem to love sandusky   weirdo   ur a creepy ass cracker,mentionhere sandusky weirdo ass cracker,,seem love,mentionhere sandusky weirdo ass cracker seem love,15
3,2,1,0,0,@Mimistheone stop trolling me u creepy ass cracker!!!,mentionhere stop trolling me u creepy ass cracker,mentionhere stop troll -PRON- u creepy ass cracker,mentionhere u creepy ass cracker,,stop troll,mentionhere u creepy ass cracker stop troll,8
3,2,1,0,0,"@Misplaced_Momma 
She be what we say in da hood white trash",mentionhere she be what we say in da hood white trash,mentionhere -PRON- be what -PRON- say in da hood white trash,mentionhere da hood white trash,,be say,mentionhere da hood white trash be say,11
3,2,0,1,0,"@Misplaced_Momma 
Y&#8217;all whitey gots to PAY fo da preparations",mentionhere y   all whitey gots to pay fo da preparations,mentionhere y    all whitey got to pay fo da preparation,mentionhere y got fo da preparation,,whitey pay,mentionhere y got fo da preparation whitey pay,11
3,0,3,0,1,@MitchTierney @slings_x_arrows I ain't no lady bitch,mentionhere mentionhere i ain t no lady bitch,mentionhere mentionhere i ain t no lady bitch,mentionhere mentionhere t lady bitch,,ain,mentionhere mentionhere t lady bitch ain,8
3,2,1,0,0,@Montea_Rollin @kayysavage I wasn't serious bitch &#128514; bitch them niggas i named ain't fuccing witcho ass &#128514;&#128557; we all just making shit up &#128527;&#128553;,mentionhere mentionhere i wasn t serious bitch     bitch them niggas i named ain t fuccing witcho ass        we all just making shit up,mentionhere mentionhere i wasn t serious bitch      bitch -PRON- niggas i name ain t fucce witcho ass         -PRON- all just make shit up,mentionhere mentionhere wasn t bitch bitch ain t witcho ass shit,,niggas name fucce make,mentionhere mentionhere wasn t bitch bitch ain t witcho ass shit niggas name fucce make,25
3,2,1,0,0,@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype,mentionhere i swear to god nigger you better still hang with me before work  you got my hype,mentionhere i swear to god nigger -PRON- well still hang with -PRON- before work   -PRON- get -PRON- hype,mentionhere god nigger work hype,,swear hang get,mentionhere god nigger work hype swear hang get,19
3,2,1,0,0,@MorbidMermaid do you work today niglet?,mentionhere do you work today niglet,mentionhere do -PRON- work today niglet,mentionhere today niglet,,work,mentionhere today niglet work,6
3,0,3,0,1,"@MorganSmith_20 @clint_dempsey @TRAEABN bitch you said you don't even like trae , fuckin poser!!",mentionhere mentionhere mentionhere bitch you said you don t even like trae   fuckin poser,mentionhere mentionhere mentionhere bitch -PRON- say -PRON- don t even like trae    fuckin poser,mentionhere mentionhere mentionhere bitch don t fuckin poser,,say,mentionhere mentionhere mentionhere bitch don t fuckin poser say,15
